id,name,score,review_count,rating,url,city,is_closed,review_count_tiers,rating_tiers
HXK64q4GNY4Wp4n-XenIqw,Los Gatos Soda Works,6,313,4.5,https://www.yelp.com/biz/los-gatos-soda-works-los-gatos-2?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,Los Gatos,FALSE,2,3
vtGDGnmACWtZPJR2i0q54A,Jackie's Place,6,1624,4.4,https://www.yelp.com/biz/jackies-place-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,3,2
G2F8iYPO-FH5e6bmEwvT5g,Be.Steak.A,4,671,4.2,https://www.yelp.com/biz/be-steak-a-campbell?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,Campbell,FALSE,2,2
is76gFXNEwHtZon2B9CNmA,Rice Junky,4,479,4.4,https://www.yelp.com/biz/rice-junky-santa-clara-2?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,Santa Clara,FALSE,2,2
3fzWpzUPd5_3kHX4OERnYg,El Camaron De Sinaloa,4,441,4.3,https://www.yelp.com/biz/el-camaron-de-sinaloa-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San jose,FALSE,2,2
ZYGMLW_biN_XMwdUo_90Jg,Élyse Restaurant,4,489,4.4,https://www.yelp.com/biz/%C3%A9lyse-restaurant-san-jose-2?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,2,2
T5_NWh4DF6jtn41yuNZmwQ,Blossom & Bourbon,4,359,4.2,https://www.yelp.com/biz/blossom-and-bourbon-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,2,2
dnHSLaWVWnSsOqt5ZaDpsg,Añejo Cantina & Kitchen,4,478,4.4,https://www.yelp.com/biz/a%C3%B1ejo-cantina-and-kitchen-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,2,2
_M9zWgYu8T6lX8fSh1qXew,Urban Plates,4,382,4.4,https://www.yelp.com/biz/urban-plates-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,2,2
2cZKrmNPpFhEGsTOWDGuDw,Ozumo,3,1574,4.1,https://www.yelp.com/biz/ozumo-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,3,1
fBCkn1-ZVVSF93nRMHnfHg,Paper Plane,3,1649,4.1,https://www.yelp.com/biz/paper-plane-san-jose-2?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,3,1
hFf1M3QLSp7gOsSX5btixw,Serious Dumpling 正经生煎,3,1017,4,https://www.yelp.com/biz/serious-dumpling-%E6%AD%A3%E7%BB%8F%E7%94%9F%E7%85%8E-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,3,1
G6wHf8IHVspdy395UBM2cw,Secco Restaurant and Bar,3,136,4.5,https://www.yelp.com/biz/secco-restaurant-and-bar-san-jose-2?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,1,3
zLViW6kDKNLIYsGkBCNorg,Paesano Ristorante Italiano,3,1352,4.1,https://www.yelp.com/biz/paesano-ristorante-italiano-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,3,1
_cHIFoV6mqqOfnjNnHr0bQ,Must be Thai,3,2204,4,https://www.yelp.com/biz/must-be-thai-san-jose-2?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,3,1
berEiBE0fDM-HiYFEAf-Ww,Goodtime Bar,3,126,4.8,https://www.yelp.com/biz/goodtime-bar-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,1,3
MlwoQuHxWozRFHeCeF7fZA,Orchard City Kitchen,3,4646,4,https://www.yelp.com/biz/orchard-city-kitchen-campbell?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,Campbell,FALSE,3,1
UPjhJoqpbJr0u8mvTOxneQ,SJ Omogari,3,2552,4,https://www.yelp.com/biz/sj-omogari-san-jose-3?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,3,1
28W6LDX-iXnSiim4ZClrYw,55 South,3,775,4.1,https://www.yelp.com/biz/55-south-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,3,1
dfqccpsQuCFgmpS0CDaE_A,Baekjeong - San Jose,3,1736,4,https://www.yelp.com/biz/baekjeong-san-jose-santa-clara?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,Santa Clara,FALSE,3,1
cnwaqVOwNqUr0gsBBBhV7g,El Cabron Kitchen & Cantina,2,575,4.1,https://www.yelp.com/biz/el-cabron-kitchen-and-cantina-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,2,1
eiOviOLjM_tBInEXP2VpNg,Milan,2,136,4.3,https://www.yelp.com/biz/milan-san-jose-2?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,1,2
jhX45-vpETLrx3DrCeXNoQ,ADEGA Restaurant,2,609,4,https://www.yelp.com/biz/adega-restaurant-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,2,1
i50BEr4Pq6-D8tmsegmVyA,The Table,1.5,3752,3.9,https://www.yelp.com/biz/the-table-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,3,0.5
TANWKEUxyZvNnWu_Yv0ARg,The Breakfast Club,1.5,4160,3.9,https://www.yelp.com/biz/the-breakfast-club-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,3,0.5
6Bsqo2SLjtSn_cwwD-4RAg,Black Sheep Brasserie,1.5,748,3.8,https://www.yelp.com/biz/black-sheep-brasserie-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,3,0.5
zyoIontHUwBkUivTM0q_ZA,Izakaya,1.5,827,3.9,https://www.yelp.com/biz/izakaya-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,3,0.5
wGBYKBR610I3K1_h4pHUrQ,Firehouse No.1 Gastropub,1.5,1754,3.9,https://www.yelp.com/biz/firehouse-no-1-gastropub-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,3,0.5
dySmhqAehrfG0I16x8ijjw,Suspiro,1,352,3.9,https://www.yelp.com/biz/suspiro-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,2,0.5
AUo3AVgAiEfl9icvM57aaA,District - San Jose,1,511,3.9,https://www.yelp.com/biz/district-san-jose-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,2,0.5
kRxv3REQDh1tY2OfI8Z7uw,Petiscos,1,575,3.9,https://www.yelp.com/biz/petiscos-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,2,0.5
Tmb3BceGDtb_CJSGv2vQ9g,Buon Me Cafe,1,296,4,https://www.yelp.com/biz/buon-me-cafe-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,1,1
Eix15BanlCgvFtWqaXf09g,Blue Monkey Cafe & Restaurant,1,276,4.1,https://www.yelp.com/biz/blue-monkey-cafe-and-restaurant-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,1,1
dg0VIwcmXZi7svarPC7VWA,Mama Kin,0.5,188,3.9,https://www.yelp.com/biz/mama-kin-san-jose-2?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,1,0.5
RwhG2nf9ZrRUfqkNuMWD5Q,Eos & Nyx,0,64,4.5,https://www.yelp.com/biz/eos-and-nyx-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,0,3
LH_OtTEtcbfbo7bTZZ9wFg,AJI Bar & Robata,0,51,4.2,https://www.yelp.com/biz/aji-bar-and-robata-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,0,2
XtJoX8M8PtrRa94_OSqv6A,Hajis Restaurant,0,5,4.4,https://www.yelp.com/biz/hajis-restaurant-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,0,2
OdP8MjV8oOYevAkZGS8ByA,Dough Burger,0,43,4.5,https://www.yelp.com/biz/dough-burger-san-jose-2?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,0,3
kVJy4dwLUzXY39zeKyUIsA,Biryani And Beyond,0,2,4.5,https://www.yelp.com/biz/biryani-and-beyond-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,0,3
p5rq1P4DwqLk9nJl_FsNJA,SJ Eggrolls,0,37,4.3,https://www.yelp.com/biz/sj-eggrolls-san-jose?adjust_creative=tmUqKlSRrxKQb-XA7OEmOQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tmUqKlSRrxKQb-XA7OEmOQ,San Jose,FALSE,0,2
